mmsi,postime,lat,lon,sog,cog,VesselType,Status,TrackID
636015239.0,2022-07-31 04:05:00,25.6552,-115.435267,12.633333,306.666666,70.0,0.0,1.0
636015239.0,2022-07-31 04:10:00,25.66055,-115.443063,12.666667,306.833334,70.0,0.0,1.0
636015239.0,2022-07-31 04:15:00,25.67576,-115.465285,12.8,306.35,70.0,0.0,1.0
636015239.0,2022-07-31 04:20:00,25.68591,-115.480685,12.75,306.4,70.0,0.0,1.0
636015239.0,2022-07-31 04:25:00,25.6982,-115.499965,12.6,301.9,70.0,0.0,1.0
636015239.0,2022-07-31 04:30:00,25.70686,-115.515435,12.45,295.9,70.0,0.0,1.0
636015239.0,2022-07-31 04:35:00,25.71447,-115.532155,12.55,295.55,70.0,0.0,1.0
636015239.0,2022-07-31 04:40:00,25.72108,-115.54898,12.45,293.1,70.0,0.0,1.0
636015239.0,2022-07-31 04:45:00,25.727805,-115.566595,12.6,293.15,70.0,0.0,1.0
636015239.0,2022-07-31 04:50:00,25.735075,-115.58409,12.35,299.95,70.0,0.0,1.0
636015239.0,2022-07-31 04:55:00,25.745835,-115.599665,12.3,306.2,70.0,0.0,1.0
636015239.0,2022-07-31 05:00:00,25.755815,-115.61442,12.3,305.9,70.0,0.0,1.0
636015239.0,2022-07-31 05:05:00,25.76587,-115.629185,12.3,306.9,70.0,0.0,1.0
636015239.0,2022-07-31 05:10:00,25.77657,-115.64501,12.2,307.4,70.0,0.0,1.0
636015239.0,2022-07-31 05:15:00,25.795541,-115.671504,12.01,306.83,70.0,0.0,1.0
636015239.0,2022-07-31 05:20:00,25.804762,-115.684118,12.02,306.86,70.0,0.0,1.0
636015239.0,2022-07-31 05:25:00,25.813983,-115.696732,12.03,306.89,70.0,0.0,1.0
636015239.0,2022-07-31 05:30:00,25.823204,-115.709346,12.04,306.92,70.0,0.0,1.0
636015239.0,2022-07-31 05:35:00,25.832425,-115.72196,12.05,306.95,70.0,0.0,1.0
636015239.0,2022-07-31 05:40:00,25.841646,-115.734574,12.06,306.98,70.0,0.0,1.0
636015239.0,2022-07-31 05:45:00,25.850867,-115.747188,12.07,307.01,70.0,0.0,1.0
636015239.0,2022-07-31 05:50:00,25.860088,-115.759802,12.08,307.04,70.0,0.0,1.0
636015239.0,2022-07-31 05:55:00,25.869309,-115.772416,12.09,307.07,70.0,0.0,1.0
636015239.0,2022-07-31 06:00:00,25.88135,-115.788995,12.2,308.4,70.0,0.0,1.0
636015239.0,2022-07-31 06:05:00,25.895637,-115.80956,12.3,306.233333,70.0,0.0,1.0
636015239.0,2022-07-31 06:10:00,25.901133,-115.81764,12.3,306.366667,70.0,0.0,1.0
636015239.0,2022-07-31 06:15:00,25.913565,-115.83626,12.35,305.5,70.0,0.0,1.0
636015239.0,2022-07-31 06:20:00,25.928175,-115.85918,12.4,304.35,70.0,0.0,1.0
636015239.0,2022-07-31 06:25:00,25.937817,-115.874497,12.266667,304.233338,70.0,0.0,1.0
636015239.0,2022-07-31 06:30:00,25.942713,-115.882223,12.233333,303.866662,70.0,0.0,1.0
636015239.0,2022-07-31 06:35:00,25.952703,-115.898673,12.266667,303.466667,70.0,0.0,1.0
636015239.0,2022-07-31 06:40:00,25.957797,-115.907397,12.333333,303.433333,70.0,0.0,1.0
636015239.0,2022-07-31 06:45:00,25.97268,-115.932185,12.2,306.3,70.0,0.0,1.0
636015239.0,2022-07-31 06:50:00,25.98183,-115.946645,12.15,306.15,70.0,0.0,1.0
636015239.0,2022-07-31 06:55:00,25.990125,-115.960035,12.1,304.4,70.0,0.0,1.0
636015239.0,2022-07-31 07:00:00,26.000937,-115.975512,11.983333,305.783009,70.0,0.0,1.0
636015239.0,2022-07-31 07:05:00,26.010003,-115.988173,11.966667,306.466407,70.0,0.0,1.0
636015239.0,2022-07-31 07:10:00,26.01907,-116.000835,11.95,307.15,70.0,0.0,1.0
636015239.0,2022-07-31 07:15:00,26.028137,-116.013497,11.933333,307.833593,70.0,0.0,1.0
636015239.0,2022-07-31 07:20:00,26.037203,-116.026158,11.916667,308.516991,70.0,0.0,1.0
636015239.0,2022-07-31 07:25:00,26.055085,-116.05081,11.9,308.95,70.0,0.0,1.0
636015239.0,2022-07-31 07:30:00,26.063885,-116.0627,11.8,309.1,70.0,0.0,1.0
636015239.0,2022-07-31 07:35:00,26.076925,-116.080305,11.75,308.75,70.0,0.0,1.0
636015239.0,2022-07-31 07:40:00,26.08488,-116.091165,11.7,308.55,70.0,0.0,1.0
636015239.0,2022-07-31 07:45:00,26.09577,-116.105935,11.7,309.6,70.0,0.0,1.0
636015239.0,2022-07-31 07:50:00,26.106255,-116.120235,11.7,309.8,70.0,0.0,1.0
636015239.0,2022-07-31 07:55:00,26.120642,-116.139194,11.54,309.01998,70.0,0.0,1.0
636015239.0,2022-07-31 08:00:00,26.127894,-116.148758,11.58,309.33999,70.0,0.0,1.0
636015239.0,2022-07-31 08:05:00,26.135146,-116.158322,11.62,309.66001,70.0,0.0,1.0
636015239.0,2022-07-31 08:10:00,26.142398,-116.167886,11.66,309.98002,70.0,0.0,1.0
636015239.0,2022-07-31 08:15:00,26.15828,-116.188605,11.75,310.8,70.0,0.0,1.0
636015239.0,2022-07-31 08:20:00,26.16922,-116.202615,11.7,310.3,70.0,0.0,1.0
636015239.0,2022-07-31 08:25:00,26.17932,-116.21647,11.95,310.6,70.0,0.0,1.0
636015239.0,2022-07-31 08:30:00,26.18933,-116.2306,11.95,307.5,70.0,0.0,1.0
636015239.0,2022-07-31 08:35:00,26.199845,-116.245675,12.15,308.95,70.0,0.0,1.0
636015239.0,2022-07-31 08:40:00,26.2119,-116.262685,12.15,308.45,70.0,0.0,1.0
636015239.0,2022-07-31 08:45:00,26.22182,-116.27645,12.15,309.35,70.0,0.0,1.0
636015239.0,2022-07-31 08:50:00,26.23152,-116.2901,12.1,307.1,70.0,0.0,1.0
636015239.0,2022-07-31 08:55:00,26.242515,-116.305775,11.95,307.4,70.0,0.0,1.0
636015239.0,2022-07-31 09:00:00,26.25201,-116.31968,12.0,306.85,70.0,0.0,1.0
