mmsi,postime,lat,lon,sog,cog,VesselType,Status,TrackID
210279000.0,2021-03-21 11:00:00,21.4036,-66.064728,13.15,211.483333,70.0,0.0,0.0
210279000.0,2021-03-21 11:05:00,21.388053,-66.074953,13.166667,211.333332,70.0,0.0,0.0
210279000.0,2021-03-21 11:10:00,21.377407,-66.081897,13.133333,211.566668,70.0,0.0,0.0
210279000.0,2021-03-21 11:15:00,21.36156,-66.092235,13.15,211.55,70.0,0.0,0.0
210279000.0,2021-03-21 11:20:00,21.349005,-66.10041,13.2,211.5,70.0,0.0,0.0
210279000.0,2021-03-21 11:25:00,21.328485,-66.113825,13.25,211.55,70.0,0.0,0.0
210279000.0,2021-03-21 11:30:00,21.3106,-66.12548,13.3,211.1,70.0,0.0,0.0
210279000.0,2021-03-21 11:35:00,21.299555,-66.13264,13.3,211.15,70.0,0.0,0.0
210279000.0,2021-03-21 11:40:00,21.279545,-66.145855,13.3,211.65,70.0,0.0,0.0
210279000.0,2021-03-21 11:45:00,21.270865,-66.151525,13.25,210.95,70.0,0.0,0.0
210279000.0,2021-03-21 11:50:00,21.250945,-66.164605,13.35,211.55,70.0,0.0,0.0
210279000.0,2021-03-21 11:55:00,21.235245,-66.174735,13.5,211.45,70.0,0.0,0.0
210279000.0,2021-03-21 12:00:00,21.21993,-66.18468,13.55,211.3,70.0,0.0,0.0
210279000.0,2021-03-21 12:05:00,21.200565,-66.197385,13.6,211.3,70.0,0.0,0.0
210279000.0,2021-03-21 12:10:00,21.184855,-66.20773,13.7,211.1,70.0,0.0,0.0
210279000.0,2021-03-21 12:15:00,21.17137,-66.21663,13.65,211.45,70.0,0.0,0.0
210279000.0,2021-03-21 12:20:00,21.15357,-66.228505,13.7,212.15,70.0,0.0,0.0
210279000.0,2021-03-21 12:25:00,21.136295,-66.239685,13.3,207.15,70.0,0.0,0.0
210279000.0,2021-03-21 12:30:00,21.11677,-66.24765,13.2,208.85,70.0,0.0,0.0
210279000.0,2021-03-21 12:35:00,21.106575,-66.253755,13.35,210.1,70.0,0.0,0.0
210279000.0,2021-03-21 12:40:00,21.08816,-66.2663,13.5,213.85,70.0,0.0,0.0
210279000.0,2021-03-21 12:45:00,21.07809,-66.273575,13.5,214.3,70.0,0.0,0.0
210279000.0,2021-03-21 12:50:00,21.056635,-66.289205,13.4,213.85,70.0,0.0,0.0
210279000.0,2021-03-21 12:55:00,21.04054,-66.301045,13.3,214.9,70.0,0.0,0.0
210279000.0,2021-03-21 13:00:00,21.028635,-66.309915,13.3,214.95,70.0,0.0,0.0
210279000.0,2021-03-21 13:05:00,21.013305,-66.321225,13.4,215.05,70.0,0.0,0.0
210279000.0,2021-03-21 13:10:00,20.997335,-66.333505,13.3,216.1,70.0,0.0,0.0
210279000.0,2021-03-21 13:15:00,20.982525,-66.344895,13.3,216.4,70.0,0.0,0.0
210279000.0,2021-03-21 13:20:00,20.966655,-66.35697,13.3,216.05,70.0,0.0,0.0
210279000.0,2021-03-21 13:25:00,20.946365,-66.372455,13.2,215.75,70.0,0.0,0.0
210279000.0,2021-03-21 13:30:00,20.936615,-66.37996,13.2,217.25,70.0,0.0,0.0
210279000.0,2021-03-21 13:35:00,20.920825,-66.392485,13.3,216.15,70.0,0.0,0.0
210279000.0,2021-03-21 13:40:00,20.90569,-66.40421,13.3,215.8,70.0,0.0,0.0
210279000.0,2021-03-21 13:45:00,20.890775,-66.41583,13.25,216.25,70.0,0.0,0.0
210279000.0,2021-03-21 13:50:00,20.874485,-66.428425,13.2,216.3,70.0,0.0,0.0
210279000.0,2021-03-21 13:55:00,20.86197,-66.435395,12.35,202.05,70.0,0.0,0.0
210279000.0,2021-03-21 14:00:00,20.84785,-66.442935,12.85,211.85,70.0,0.0,0.0
210279000.0,2021-03-21 14:05:00,20.831655,-66.453965,13.0,212.45,70.0,0.0,0.0
210279000.0,2021-03-21 14:10:00,20.81778,-66.46385,13.0,213.9,70.0,0.0,0.0
210279000.0,2021-03-21 14:15:00,20.80147,-66.47568,13.15,213.85,70.0,0.0,0.0
210279000.0,2021-03-21 14:20:00,20.785875,-66.487135,13.2,215.35,70.0,0.0,0.0
210279000.0,2021-03-21 14:25:00,20.773605,-66.496275,13.3,214.7,70.0,0.0,0.0
210279000.0,2021-03-21 14:30:00,20.75607,-66.509235,13.3,214.65,70.0,0.0,0.0
210279000.0,2021-03-21 14:35:00,20.738955,-66.52232,13.4,215.55,70.0,0.0,0.0
210279000.0,2021-03-21 14:40:00,20.726095,-66.53225,13.45,216.15,70.0,0.0,0.0
210279000.0,2021-03-21 14:45:00,20.70645,-66.546185,13.35,210.4,70.0,0.0,0.0
210279000.0,2021-03-21 14:50:00,20.69219,-66.555275,13.4,211.1,70.0,0.0,0.0
210279000.0,2021-03-21 14:55:00,20.681275,-66.562155,13.35,210.7,70.0,0.0,0.0
210279000.0,2021-03-21 15:00:00,20.65787,-66.57681,13.4,210.25,70.0,0.0,0.0
210279000.0,2021-03-21 15:05:00,20.64449,-66.585205,13.45,211.1,70.0,0.0,0.0
210279000.0,2021-03-21 15:10:00,20.629865,-66.59445,13.4,210.6,70.0,0.0,0.0
210279000.0,2021-03-21 15:15:00,20.61426,-66.604355,13.5,210.85,70.0,0.0,0.0
210279000.0,2021-03-21 15:20:00,20.59944,-66.613575,13.5,209.65,70.0,0.0,0.0
210279000.0,2021-03-21 15:25:00,20.579295,-66.626245,13.6,210.0,70.0,0.0,0.0
210279000.0,2021-03-21 15:30:00,20.564285,-66.63563,13.65,210.1,70.0,0.0,0.0
210279000.0,2021-03-21 15:35:00,20.55441,-66.641665,13.6,209.8,70.0,0.0,0.0
210279000.0,2021-03-21 15:40:00,20.531865,-66.655285,13.6,209.95,70.0,0.0,0.0
210279000.0,2021-03-21 15:45:00,20.51632,-66.66486,13.6,212.25,70.0,0.0,0.0
210279000.0,2021-03-21 15:50:00,20.50098,-66.672475,13.1,210.15,70.0,0.0,0.0
