mmsi,postime,lat,lon,sog,cog,VesselType,Status,TrackID
210238000.0,2021-09-11 17:45:00,37.207612,-129.805797,13.308333,123.641667,70.0,0.0,0.0
210238000.0,2021-09-11 17:50:00,37.19739,-129.786515,13.3,123.15,70.0,0.0,0.0
210238000.0,2021-09-11 17:55:00,37.18801,-129.76868,13.3,123.7,70.0,0.0,0.0
210238000.0,2021-09-11 18:00:00,37.177798,-129.74975,13.325,124.075001,70.0,0.0,0.0
210238000.0,2021-09-11 18:05:00,37.171685,-129.73851,13.35,123.95,70.0,0.0,0.0
210238000.0,2021-09-11 18:10:00,37.165572,-129.72727,13.375,123.824999,70.0,0.0,0.0
210238000.0,2021-09-11 18:15:00,37.15104,-129.700605,13.4,124.4,70.0,0.0,0.0
210238000.0,2021-09-11 18:20:00,37.14177,-129.68255,13.45,122.3,70.0,0.0,0.0
210238000.0,2021-09-11 18:25:00,37.12679,-129.65146,13.4,120.85,70.0,0.0,0.0
210238000.0,2021-09-11 18:30:00,37.11945,-129.63611,13.4,121.05,70.0,0.0,0.0
210238000.0,2021-09-11 18:35:00,37.110325,-129.617055,13.4,120.75,70.0,0.0,0.0
210238000.0,2021-09-11 18:40:00,37.101685,-129.599025,13.4,120.8,70.0,0.0,0.0
210238000.0,2021-09-11 18:45:00,37.09136,-129.577245,13.4,120.2,70.0,0.0,0.0
210238000.0,2021-09-11 18:50:00,37.081485,-129.55609,13.3,119.9,70.0,0.0,0.0
210238000.0,2021-09-11 18:55:00,37.07409,-129.539975,13.3,120.05,70.0,0.0,0.0
210238000.0,2021-09-11 19:00:00,37.063665,-129.51727,13.2,119.65,70.0,0.0,0.0
210238000.0,2021-09-11 19:05:00,37.055625,-129.49953,13.25,119.6,70.0,0.0,0.0
210238000.0,2021-09-11 19:10:00,37.04699,-129.48039,13.3,119.25,70.0,0.0,0.0
210238000.0,2021-09-11 19:15:00,37.036285,-129.456585,13.3,119.5,70.0,0.0,0.0
210238000.0,2021-09-11 19:20:00,37.02632,-129.434825,13.3,119.6,70.0,0.0,0.0
210238000.0,2021-09-11 19:25:00,37.02055,-129.422515,13.35,120.3,70.0,0.0,0.0
210238000.0,2021-09-11 19:30:00,37.00897,-129.398125,13.4,120.35,70.0,0.0,0.0
210238000.0,2021-09-11 19:35:00,36.99853,-129.376483,13.4,120.833332,70.0,0.0,0.0
