mmsi,postime,lat,lon,sog,cog,VesselType,Status,TrackID
356285000.0,2022-07-10 12:05:00,30.848266,-128.950955,11.2,113.94,70.0,0.0,0.0
356285000.0,2022-07-10 12:10:00,30.841965,-128.934426,11.2,113.92,70.0,0.0,0.0
356285000.0,2022-07-10 12:15:00,30.83649,-128.920172,11.2,113.94,70.0,0.0,0.0
356285000.0,2022-07-10 12:20:00,30.831015,-128.905918,11.2,113.96,70.0,0.0,0.0
356285000.0,2022-07-10 12:25:00,30.82554,-128.891664,11.2,113.98,70.0,0.0,0.0
356285000.0,2022-07-10 12:30:00,30.820065,-128.87741,11.2,114.0,70.0,0.0,0.0
356285000.0,2022-07-10 12:35:00,30.81459,-128.863156,11.2,114.02,70.0,0.0,0.0
356285000.0,2022-07-10 12:40:00,30.809115,-128.848902,11.2,114.04,70.0,0.0,0.0
356285000.0,2022-07-10 12:45:00,30.80364,-128.834648,11.2,114.06,70.0,0.0,0.0
356285000.0,2022-07-10 12:50:00,30.798165,-128.820394,11.2,114.08,70.0,0.0,0.0
356285000.0,2022-07-10 12:55:00,30.784616,-128.784354,11.22,114.080006,70.0,0.0,0.0
356285000.0,2022-07-10 13:00:00,30.779642,-128.771028,11.24,113.860003,70.0,0.0,0.0
356285000.0,2022-07-10 13:05:00,30.774668,-128.757702,11.26,113.639997,70.0,0.0,0.0
356285000.0,2022-07-10 13:10:00,30.769694,-128.744376,11.28,113.419994,70.0,0.0,0.0
356285000.0,2022-07-10 13:15:00,30.758945,-128.715539,11.291667,113.383299,70.0,0.0,0.0
356285000.0,2022-07-10 13:20:00,30.75317,-128.700028,11.283333,113.566617,70.0,0.0,0.0
356285000.0,2022-07-10 13:25:00,30.747395,-128.684518,11.275,113.749949,70.0,0.0,0.0
356285000.0,2022-07-10 13:30:00,30.74162,-128.669007,11.266667,113.933293,70.0,0.0,0.0
356285000.0,2022-07-10 13:35:00,30.735845,-128.653496,11.258333,114.116645,70.0,0.0,0.0
356285000.0,2022-07-10 13:40:00,30.73007,-128.637985,11.25,114.3,70.0,0.0,0.0
356285000.0,2022-07-10 13:45:00,30.724295,-128.622474,11.241667,114.483355,70.0,0.0,0.0
356285000.0,2022-07-10 13:50:00,30.71852,-128.606963,11.233333,114.666707,70.0,0.0,0.0
356285000.0,2022-07-10 13:55:00,30.712745,-128.591452,11.225,114.850051,70.0,0.0,0.0
356285000.0,2022-07-10 14:00:00,30.70697,-128.575942,11.216667,115.033383,70.0,0.0,0.0
356285000.0,2022-07-10 14:05:00,30.701195,-128.560431,11.208333,115.216701,70.0,0.0,0.0
356285000.0,2022-07-10 14:10:00,30.6908,-128.533458,11.22,115.200005,70.0,0.0,0.0
